ttvhw	0.0094312126288478
jvgsz	0.0010542688790326
dppgn	0.00155178394881855
gsrfj	0.00115959330379828
gonfc	0.0125594135756661
taplx	0.0130168483718944
grjbd	0.0118157969957567
ezlzh	0.000884396746443509
etbqm	0.0028883276682822
hbezl	0.0477149325045959
izndo	0.0136057551818149
emvms	0.00348555623538066
vvbgz	0.011074503885834
qlvmh	0.0324508321082636
xmjnf	0.00731021437537367
mzzkf	0.00587917090038903
qfdhm	0.0245761056970893
qwmks	0.00849433418640691
osehz	0.00337991233869235
dsgct	0.00303651707035691
mpubo	0.0133586334433875
fpnuy	4.5815030263525e-05
icwiv	0.0104882479671
usmyd	0.0143965053434422
tahse	0.00826831006992072
kpewx	0.00251578239615924
xtkrt	0.0107339052903878
iougj	0.0342521998718883
guhsk	0.0185906728923218
tykoo	0.0197009412084226
ehhoq	0.0353696768415327
vlquz	0.00115966059630282
wocje	0.0141062590065673
cpbgj	0.00219079990051944
ctugy	0.00378729517828768
aessn	0.000587148370086414
sqxvv	0.0116458117148786
rcruz	0.00226519368027114
bevod	0.00718954957464239
fufwi	0.0252245678495015
mkcbp	0.0146700693446102
fuayx	0.0131555291338195
gcltr	0.00174610698744372
esgda	0.00815650534385205
tajwq	0.00445130730008939
qcrek	0.00272711711160869
bulfd	0.00193564926804655
oyqll	0.00407246240697133
nfloq	0.00982791783138974
aiphx	0.00102055661540108
xiohq	0.000665516553375884
jnzwv	0.0159815501657243
ydniv	0.00740460630409081
zntnp	0.001347520113701
hpzog	0.00828471646149118
zpfwu	0.00259323364561152
fgnfx	0.00281632291480477
zexjt	0.00460980407970152
cqjir	0.00449780441058927
raabk	0.0168867125862489
pojke	0.000629586226187955
qhsix	0.0131909362211278
zxzaj	0.00643340353139025
dtpqp	0.0306079363057332
cgkms	0.0142372189818962
dpuri	0.0183070308798131
ysuqz	0.0121665423788785
tcclk	0.0170144702078789
tqwbr	0.00377004404546414
izoar	0.0407864649522166
egbxl	0.000800271672355991
nsjfo	0.00449051924902884
rgmnm	0.0506655416330107
lvynz	0.0159326679515115
rwlqi	0.000972123481280115
ypygl	0.00490944226804078
suddn	0.00796616445877217
yzgcc	0.000398622353240487
wtxyq	0.0067836100325681
huchd	0.00622457548430983
zhrco	0.00380565517326084
raffb	0.00216123484164195
xumnc	1.76957759973509e-05
peyxt	0.00331881717875047
keunp	0.00108034331566177
euofa	0.00273925508171951
rzacp	0.0412127910997975
mcktt	0.0122506696757427
boyoj	0.0123878873436728
wuidn	0.0109507122517976
omyfi	0.00125088875317538
fxwih	0.00289331010631559
zajpa	0.00207816129029445
qilpf	0.00757622675637339
eghhy	0.00147889398768911
xzxgz	0.0228182364589342
lfgnw	0.00765022250913878
wxaxe	0.0118444674613856
qpeyg	0.0164611528436398
ydmkt	0.00163874437311358
